trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1074,False,"{'a': 0.4, 'e': 0.66542580127407303}",30,0,-76.50316001259736,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
1075,False,"{'a': 0.4, 'e': 0.66483932464582707}",25,6,-49.426296843119985,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
1076,False,"{'a': 0.4, 'e': 0.66425243791128175}",30,0,-63.38496351071059,"{0: 20, 1: 2, 2: 8, 3: 0, 4: 0}",0
1077,False,"{'a': 0.4, 'e': 0.66366514143245847}",20,7,-9.049329065815053,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 0}",1
1078,False,"{'a': 0.4, 'e': 0.66307743557163135}",20,0,-23.007671314399616,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
1079,False,"{'a': 0.4, 'e': 0.66248932069132649}",20,0,-67.09257701025408,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
1080,False,"{'a': 0.4, 'e': 0.66190079715432315}",20,0,-39.66908668640285,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
1081,False,"{'a': 0.4, 'e': 0.66131186532365183}",20,0,-61.17093801995424,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
1082,False,"{'a': 0.4, 'e': 0.66072252556259559}",25,1,-88.63036733622621,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 2}",1
1083,False,"{'a': 0.4, 'e': 0.66013277823468863}",35,3,-156.59601268973523,"{0: 22, 1: 0, 2: 5, 3: 3, 4: 2}",1
1084,False,"{'a': 0.4, 'e': 0.65954262370371675}",25,18,11.62480884902643,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1085,False,"{'a': 0.4, 'e': 0.65895206233371695}",20,0,-25.971390225968314,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
1086,False,"{'a': 0.4, 'e': 0.65836109448897706}",20,11,17.96733628195805,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1087,False,"{'a': 0.4, 'e': 0.65776972053403593}",25,13,-12.77811777310234,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
1088,False,"{'a': 0.4, 'e': 0.65717794083368253}",20,0,2.759840102767303,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
1089,False,"{'a': 0.4, 'e': 0.65658575575295652}",25,11,-18.64885583237673,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
1090,False,"{'a': 0.4, 'e': 0.65599316565714716}",20,6,-55.438725232426776,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
1091,False,"{'a': 0.4, 'e': 0.65540017091179392}",20,0,-26.064343539560053,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
1092,False,"{'a': 0.4, 'e': 0.65480677188268577}",25,0,-95.49178652905027,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
1093,False,"{'a': 0.4, 'e': 0.65421296893586112}",20,11,-12.988443985515564,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
1094,False,"{'a': 0.4, 'e': 0.6536187624376073}",30,8,-118.47021451345378,"{0: 12, 1: 1, 2: 7, 3: 1, 4: 1}",1
1095,False,"{'a': 0.4, 'e': 0.6530241527544608}",25,0,-51.96093942493043,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
1096,False,"{'a': 0.4, 'e': 0.65242914025320675}",25,0,-43.70462013762696,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
1097,False,"{'a': 0.4, 'e': 0.6518337253008788}",30,8,-30.71245963525182,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
1098,False,"{'a': 0.4, 'e': 0.6512379082647588}",20,14,-8.650988096150545,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
1099,False,"{'a': 0.4, 'e': 0.65064168951237644}",20,0,-10.182979279269514,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
1100,False,"{'a': 0.4, 'e': 0.65004506941150975}",20,0,-89.3755293166472,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
1101,False,"{'a': 0.4, 'e': 0.64944804833018377}",20,0,-79.54553691750644,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
1102,False,"{'a': 0.4, 'e': 0.64885062663667104}",20,0,-78.04278867206247,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
1103,False,"{'a': 0.4, 'e': 0.64825280469949143}",20,0,-28.732480736196226,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
1104,False,"{'a': 0.4, 'e': 0.6476545828874114}",25,17,0.8059970343344256,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1105,False,"{'a': 0.4, 'e': 0.64705596156944434}",35,11,-85.00134622720364,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 2}",1
1106,False,"{'a': 0.4, 'e': 0.64645694111484997}",30,4,-43.67789161539047,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 1}",1
1107,False,"{'a': 0.4, 'e': 0.64585752189313417}",30,0,-46.37748311760294,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
1108,False,"{'a': 0.4, 'e': 0.6452577042740486}",30,0,-34.04932784229676,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
1109,False,"{'a': 0.4, 'e': 0.64465748862759131}",25,11,-23.13532483666662,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
1110,False,"{'a': 0.4, 'e': 0.64405687532400535}",25,11,9.755369751069344,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1111,False,"{'a': 0.4, 'e': 0.64345586473377892}",30,6,-31.67173070429341,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 1}",1
1112,False,"{'a': 0.4, 'e': 0.64285445722764589}",20,1,-41.55470992609866,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 0}",1
1113,False,"{'a': 0.4, 'e': 0.64225265317658442}",25,13,0.6791560564993984,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1114,False,"{'a': 0.4, 'e': 0.64165045295181755}",20,9,7.352306418747073,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1115,False,"{'a': 0.4, 'e': 0.64104785692481259}",25,2,-35.26122190503245,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 0}",1
1116,False,"{'a': 0.4, 'e': 0.64044486546728108}",30,0,-94.16690765655368,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
1117,False,"{'a': 0.4, 'e': 0.63984147895117838}",30,7,-95.55388908597044,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 2}",1
1118,False,"{'a': 0.4, 'e': 0.63923769774870387}",35,15,-32.28211542726947,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",1
1119,False,"{'a': 0.4, 'e': 0.63863352223229986}",30,16,-16.779273608577363,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
1120,False,"{'a': 0.4, 'e': 0.63802895277465221}",25,0,-150.24430253983002,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 2}",0
1121,False,"{'a': 0.4, 'e': 0.63742398974868975}",25,0,-26.003476519344662,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
1122,False,"{'a': 0.4, 'e': 0.63681863352758405}",30,0,-155.6027855778329,"{0: 20, 1: 1, 2: 6, 3: 0, 4: 3}",0
1123,False,"{'a': 0.4, 'e': 0.63621288448474944}",20,0,-31.886034129328824,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
1124,False,"{'a': 0.4, 'e': 0.63560674299384201}",20,13,-10.434584321433276,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
1125,False,"{'a': 0.4, 'e': 0.63500020942876068}",30,0,-84.1388603093587,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
1126,False,"{'a': 0.4, 'e': 0.6343932841636456}",25,0,-47.6164099761789,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
1127,False,"{'a': 0.4, 'e': 0.63378596757287864}",30,0,-21.174618589134244,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
1128,False,"{'a': 0.4, 'e': 0.63317826003108346}",20,0,-43.40606323924291,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
1129,False,"{'a': 0.4, 'e': 0.63257016191312443}",20,0,-98.35760993935534,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
1130,False,"{'a': 0.4, 'e': 0.63196167359410715}",25,8,13.472690065201153,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
1131,False,"{'a': 0.4, 'e': 0.63135279544937772}",20,0,-41.826000497931624,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
1132,False,"{'a': 0.4, 'e': 0.63074352785452281}",25,8,-98.04760419156906,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 2}",1
1133,False,"{'a': 0.4, 'e': 0.63013387118536912}",20,0,-159.3238231043389,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 2}",0
1134,False,"{'a': 0.4, 'e': 0.62952382581798372}",20,6,-5.82025680210057,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1135,False,"{'a': 0.4, 'e': 0.62891339212867314}",20,0,-45.26892266577432,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",1
1136,False,"{'a': 0.4, 'e': 0.62830257049398353}",25,11,-22.835539314844155,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
1137,False,"{'a': 0.4, 'e': 0.62769136129070058}",20,13,6.937712968009977,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1138,False,"{'a': 0.4, 'e': 0.62707976489584849}",20,10,-1.2309710024041138,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1139,False,"{'a': 0.4, 'e': 0.62646778168669082}",20,12,-5.440460292198183,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1140,False,"{'a': 0.4, 'e': 0.62585541204072959}",20,0,-57.272110967306624,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1141,False,"{'a': 0.4, 'e': 0.62524265633570519}",20,0,-51.00745357788822,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",1
1142,False,"{'a': 0.4, 'e': 0.62462951494959595}",25,0,-155.6213084758138,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
1143,False,"{'a': 0.4, 'e': 0.62401598826061855}",30,0,-32.38782192954835,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
1144,False,"{'a': 0.4, 'e': 0.62340207664722691}",20,1,-38.166426409927595,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 0}",1
1145,False,"{'a': 0.4, 'e': 0.62278778048811256}",25,0,-65.91902889050913,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
1146,False,"{'a': 0.4, 'e': 0.62217310016220428}",30,3,-65.78296399096264,"{0: 18, 1: 4, 2: 4, 3: 0, 4: 1}",1
1147,False,"{'a': 0.4, 'e': 0.62155803604866766}",20,0,-71.55732860502339,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
1148,False,"{'a': 0.4, 'e': 0.62094258852690531}",25,0,-73.74650728191456,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
1149,False,"{'a': 0.4, 'e': 0.62032675797655601}",20,0,-93.14992198375127,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
1150,False,"{'a': 0.4, 'e': 0.61971054477749521}",25,0,-99.39160632175602,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
1151,False,"{'a': 0.4, 'e': 0.61909394930983408}",20,5,-44.202426758238104,"{0: 11, 1: 0, 2: 2, 3: 2, 4: 0}",1
1152,False,"{'a': 0.4, 'e': 0.61847697195391949}",25,0,-83.81856967176992,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
1153,False,"{'a': 0.4, 'e': 0.61785961309033444}",20,8,-12.41601821270463,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 0}",1
1154,False,"{'a': 0.4, 'e': 0.61724187309989653}",25,0,-63.25135890098762,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
1155,False,"{'a': 0.4, 'e': 0.61662375236365907}",25,0,-60.918649476484774,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
1156,False,"{'a': 0.4, 'e': 0.61600525126290984}",20,0,-83.63829479623709,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
1157,False,"{'a': 0.4, 'e': 0.61538637017917153}",20,0,-69.70733927816477,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
1158,False,"{'a': 0.4, 'e': 0.61476710949420088}",25,7,-0.7243139108606254,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
1159,False,"{'a': 0.4, 'e': 0.61414746958998934}",25,1,-107.59739808768822,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 2}",1
1160,False,"{'a': 0.4, 'e': 0.6135274508487617}",25,0,-45.5034684869746,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
1161,False,"{'a': 0.4, 'e': 0.61290705365297649}",35,18,-45.09751524760555,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
1162,False,"{'a': 0.4, 'e': 0.61228627838532623}",25,0,-105.80269115926677,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
1163,False,"{'a': 0.4, 'e': 0.61166512542873608}",20,0,-165.00119783356305,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 4}",0
1164,False,"{'a': 0.4, 'e': 0.61104359516636453}",20,14,12.599429619144637,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1165,False,"{'a': 0.4, 'e': 0.61042168798160257}",20,0,-101.14270341096834,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
1166,False,"{'a': 0.4, 'e': 0.60979940425807377}",25,0,-128.8208194107725,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 3}",0
1167,False,"{'a': 0.4, 'e': 0.60917674437963409}",20,2,-31.566867624578812,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1168,False,"{'a': 0.4, 'e': 0.6085537087303714}",25,1,-119.85162216815621,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 2}",1
1169,False,"{'a': 0.4, 'e': 0.60793029769460549}",20,0,-90.71933942691845,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
1170,False,"{'a': 0.4, 'e': 0.60730651165688732}",20,4,-43.12851149345009,"{0: 9, 1: 3, 2: 4, 3: 0, 4: 0}",1
1171,False,"{'a': 0.4, 'e': 0.60668235100199974}",20,7,-13.423387023125217,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
1172,False,"{'a': 0.4, 'e': 0.60605781611495624}",25,17,12.62143158664312,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'a': 0.4, 'e': 0.60543290738100142}",25,0,-116.1003525998788,"{0: 19, 1: 2, 2: 0, 3: 1, 4: 3}",0
1174,False,"{'a': 0.4, 'e': 0.60480762518561026}",20,8,-10.880778165455359,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
1175,False,"{'a': 0.4, 'e': 0.60418196991448847}",30,11,-29.315575348120735,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 0}",1
1176,False,"{'a': 0.4, 'e': 0.60355594195357143}",25,10,16.621876051126154,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1177,False,"{'a': 0.4, 'e': 0.60292954168902468}",20,0,-56.31914307416592,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
1178,False,"{'a': 0.4, 'e': 0.6023027695072436}",20,12,2.011600186684552,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1179,False,"{'a': 0.4, 'e': 0.60167562579485234}",20,0,-98.75964185581967,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
1180,False,"{'a': 0.4, 'e': 0.60104811093870492}",25,0,-58.92334511647874,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
1181,False,"{'a': 0.4, 'e': 0.60042022532588402}",20,0,-29.247746612543402,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
1182,False,"{'a': 0.4, 'e': 0.59979196934370105}",20,0,19.74722085228645,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1183,False,"{'a': 0.4, 'e': 0.59916334337969579}",35,10,-65.63498822070491,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",1
1184,False,"{'a': 0.4, 'e': 0.59853434782163639}",25,8,-168.4849594309348,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 4}",1
1185,False,"{'a': 0.4, 'e': 0.59790498305751894}",35,12,-48.36124414291586,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 1}",1
1186,False,"{'a': 0.4, 'e': 0.59727524947556709}",25,10,-36.6038511144528,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
1187,False,"{'a': 0.4, 'e': 0.59664514746423225}",25,0,-16.868601576528604,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
1188,False,"{'a': 0.4, 'e': 0.59601467741219294}",20,0,-29.40891211364635,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1189,False,"{'a': 0.4, 'e': 0.59538383970835496}",35,0,-140.03389226956529,"{0: 23, 1: 2, 2: 8, 3: 0, 4: 2}",0
1190,False,"{'a': 0.4, 'e': 0.59475263474185047}",25,0,-101.96982454171842,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
1191,False,"{'a': 0.4, 'e': 0.59412106290203859}",20,12,-28.971600717483636,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1
1192,False,"{'a': 0.4, 'e': 0.59348912457850433}",25,0,-27.64432647065128,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
1193,False,"{'a': 0.4, 'e': 0.59285682016105923}",20,10,-18.26717015360677,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
1194,False,"{'a': 0.4, 'e': 0.59222415003974038}",25,0,-57.6090016096562,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
1195,False,"{'a': 0.4, 'e': 0.5915911146048104}",25,0,-78.31468941634527,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
1196,False,"{'a': 0.4, 'e': 0.59095771424675747}",20,5,-2.643678224064751,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
1197,False,"{'a': 0.4, 'e': 0.59032394935629451}",20,6,-26.375306140958404,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
1198,False,"{'a': 0.4, 'e': 0.5896898203243599}",20,2,-32.253576618633474,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
1199,False,"{'a': 0.4, 'e': 0.58905532754211609}",35,17,-35.04550404242403,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
1200,False,"{'a': 0.4, 'e': 0.58842047140095011}",25,11,-85.5736983866329,"{0: 7, 1: 1, 2: 5, 3: 0, 4: 1}",1
1201,False,"{'a': 0.4, 'e': 0.58778525229247314}",25,11,-41.924708423201174,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
1202,False,"{'a': 0.4, 'e': 0.5871496706085203}",35,0,-89.98903213813196,"{0: 22, 1: 6, 2: 5, 3: 2, 4: 0}",0
1203,False,"{'a': 0.4, 'e': 0.58651372674115021}",20,12,-74.32427912665682,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 2}",1
1204,False,"{'a': 0.4, 'e': 0.58587742108264507}",20,0,-33.746957561541834,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1205,False,"{'a': 0.4, 'e': 0.58524075402551012}",25,0,-147.95944718659044,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 4}",0
1206,False,"{'a': 0.4, 'e': 0.58460372596247367}",20,7,-96.58182665011813,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 2}",1
1207,False,"{'a': 0.4, 'e': 0.5839663372864865}",20,0,21.518816035967653,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1208,False,"{'a': 0.4, 'e': 0.5833285883907221}",20,1,-37.003980773056014,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
1209,False,"{'a': 0.4, 'e': 0.58269047966857612}",35,0,-132.3798782839148,"{0: 25, 1: 1, 2: 6, 3: 1, 4: 2}",0
1210,False,"{'a': 0.4, 'e': 0.58205201151366581}",20,3,2.2677291879636576,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1211,False,"{'a': 0.4, 'e': 0.58141318431983058}",25,16,6.193191915402928,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1212,False,"{'a': 0.4, 'e': 0.5807739984811312}",20,0,-79.45909737301123,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
1213,False,"{'a': 0.4, 'e': 0.58013445439184941}",20,0,-106.27343449945847,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
1214,False,"{'a': 0.4, 'e': 0.57949455244648829}",30,8,-1.6378549580950175,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
1215,False,"{'a': 0.4, 'e': 0.57885429303977143}",20,0,-50.99569815051001,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
1216,False,"{'a': 0.4, 'e': 0.57821367656664313}",25,0,-170.87251762543625,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
1217,False,"{'a': 0.4, 'e': 0.57757270342226763}",30,9,-53.16752296271084,"{0: 13, 1: 2, 2: 6, 3: 0, 4: 0}",1
1218,False,"{'a': 0.4, 'e': 0.57693137400202943}",20,0,-121.79051091898583,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
1219,False,"{'a': 0.4, 'e': 0.57628968870153296}",25,0,-31.431808536978753,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
1220,False,"{'a': 0.4, 'e': 0.57564764791660161}",30,0,-125.80079945447376,"{0: 21, 1: 2, 2: 3, 3: 2, 4: 2}",0
1221,False,"{'a': 0.4, 'e': 0.57500525204327857}",20,10,9.90513892817223,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1222,False,"{'a': 0.4, 'e': 0.57436250147782586}",25,0,-67.92935426649746,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
1223,False,"{'a': 0.4, 'e': 0.57371939661672444}",20,6,9.393857894914918,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1224,False,"{'a': 0.4, 'e': 0.57307593785667355}",25,0,-41.395428761751994,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
1225,False,"{'a': 0.4, 'e': 0.57243212559459089}",25,11,0.43963678288866936,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
1226,False,"{'a': 0.4, 'e': 0.57178796022761225}",20,8,-72.8541002628185,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
1227,False,"{'a': 0.4, 'e': 0.57114344215309121}",20,9,-44.75183706415932,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
1228,False,"{'a': 0.4, 'e': 0.57049857176859897}",25,0,-108.00266572211729,"{0: 14, 1: 3, 2: 5, 3: 3, 4: 0}",0
1229,False,"{'a': 0.4, 'e': 0.56985334947192379}",25,0,-37.631627242551566,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
1230,False,"{'a': 0.4, 'e': 0.56920777566107139}",30,6,-49.95030359196982,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 1}",1
1231,False,"{'a': 0.4, 'e': 0.56856185073426391}",20,0,-39.807872008518494,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
1232,False,"{'a': 0.4, 'e': 0.56791557508994062}",20,0,-64.39274592099729,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
1233,False,"{'a': 0.4, 'e': 0.56726894912675652}",20,0,-59.34437713414629,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
1234,False,"{'a': 0.4, 'e': 0.5666219732435831}",20,0,-44.69542797974088,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
1235,False,"{'a': 0.4, 'e': 0.56597464783950768}",20,0,-62.37977481574463,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
1236,False,"{'a': 0.4, 'e': 0.56532697331383286}",30,20,4.057221608510216,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.4, 'e': 0.56467895006607716}",25,0,-127.5812894998084,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
1238,False,"{'a': 0.4, 'e': 0.56403057849597349}",30,0,-50.74006558787344,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",1
1239,False,"{'a': 0.4, 'e': 0.56338185900347038}",20,0,-40.73013706563481,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1240,False,"{'a': 0.4, 'e': 0.56273279198873027}",30,6,-50.76785019489349,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 1}",1
1241,False,"{'a': 0.4, 'e': 0.56208337785213058}",20,0,-26.37078051426171,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
1242,False,"{'a': 0.4, 'e': 0.56143361699426242}",25,0,-90.79906383992292,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
1243,False,"{'a': 0.4, 'e': 0.56078350981593117}",20,10,-8.472115355317811,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1244,False,"{'a': 0.4, 'e': 0.56013305671815528}",20,10,-22.69948260244424,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
1245,False,"{'a': 0.4, 'e': 0.55948225810216701}",20,7,-110.74009009103202,"{0: 6, 1: 3, 2: 1, 3: 1, 4: 2}",1
1246,False,"{'a': 0.4, 'e': 0.55883111436941169}",20,2,-26.821769968187255,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
1247,False,"{'a': 0.4, 'e': 0.55817962592154746}",20,0,-48.56466003169632,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
1248,False,"{'a': 0.4, 'e': 0.55752779316044521}",20,0,-70.60119709980145,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
1249,False,"{'a': 0.4, 'e': 0.55687561648818795}",30,0,-51.48263137314203,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
1250,False,"{'a': 0.4, 'e': 0.55622309630707134}",30,15,-32.59957705034236,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
1251,False,"{'a': 0.4, 'e': 0.55557023301960218}",25,1,29.452048525214394,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
1252,False,"{'a': 0.4, 'e': 0.55491702702849977}",30,12,2.661366853765953,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1253,False,"{'a': 0.4, 'e': 0.55426347873669413}",25,11,-8.221938019027998,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1254,False,"{'a': 0.4, 'e': 0.55360958854732667}",20,0,-21.11253124164548,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
