trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.4, 'e': 1.0}",25,0,-157.77336171356734,"{0: 11, 1: 6, 2: 6, 3: 0, 4: 2}",0
2,False,"{'a': 0.4, 'e': 0.99999969157487834}",20,0,-208.107059293358,"{0: 7, 1: 3, 2: 6, 3: 1, 4: 3}",0
3,False,"{'a': 0.4, 'e': 0.99999876629970352}",20,0,-220.75820928095692,"{0: 7, 1: 4, 2: 5, 3: 0, 4: 4}",0
4,False,"{'a': 0.4, 'e': 0.99999722417504644}",25,0,-122.09546823039713,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
5,False,"{'a': 0.4, 'e': 0.99999506520185821}",20,0,-121.4792809228505,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
6,False,"{'a': 0.4, 'e': 0.99999228938147056}",25,0,-175.14891377646066,"{0: 12, 1: 4, 2: 5, 3: 2, 4: 2}",0
7,False,"{'a': 0.4, 'e': 0.99998889671559599}",20,0,-104.02134756841832,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
8,False,"{'a': 0.4, 'e': 0.99998488720632706}",20,0,-89.85228327750806,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
9,False,"{'a': 0.4, 'e': 0.99998026085613712}",20,0,-133.12021858401963,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
10,False,"{'a': 0.4, 'e': 0.99997501766787988}",20,0,-152.4104102567605,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
11,False,"{'a': 0.4, 'e': 0.99996915764478966}",20,2,-137.34852495429908,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 3}",1
12,False,"{'a': 0.4, 'e': 0.99996268079048123}",25,0,-109.61880482835198,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
13,False,"{'a': 0.4, 'e': 0.99995558710894983}",30,0,-209.28175434249616,"{0: 16, 1: 3, 2: 7, 3: 1, 4: 3}",0
14,False,"{'a': 0.4, 'e': 0.99994787660457107}",25,0,-40.48481238140511,"{0: 17, 1: 5, 2: 2, 3: 1, 4: 0}",0
15,False,"{'a': 0.4, 'e': 0.99993954928210138}",30,0,-248.71413732309222,"{0: 16, 1: 1, 2: 8, 3: 1, 4: 4}",0
16,False,"{'a': 0.4, 'e': 0.99993060514667731}",25,0,-57.01855052369778,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
17,False,"{'a': 0.4, 'e': 0.99992104420381611}",25,0,-203.62283576009204,"{0: 9, 1: 3, 2: 10, 3: 1, 4: 2}",0
18,False,"{'a': 0.4, 'e': 0.99991086645941551}",30,0,-150.5803860022116,"{0: 19, 1: 3, 2: 4, 3: 2, 4: 2}",0
19,False,"{'a': 0.4, 'e': 0.9999000719197535}",25,0,-27.32804138773805,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
20,False,"{'a': 0.4, 'e': 0.99988866059148884}",25,0,-91.03619280709924,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
21,False,"{'a': 0.4, 'e': 0.99987663248166059}",20,0,-175.70311670412812,"{0: 8, 1: 0, 2: 8, 3: 3, 4: 1}",0
22,False,"{'a': 0.4, 'e': 0.99986398759768824}",30,0,-222.70238389162697,"{0: 13, 1: 6, 2: 7, 3: 1, 4: 3}",0
23,False,"{'a': 0.4, 'e': 0.99985072594737179}",20,0,-116.46718957966868,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
24,False,"{'a': 0.4, 'e': 0.99983684753889179}",30,0,-223.77188316880475,"{0: 13, 1: 6, 2: 7, 3: 1, 4: 3}",0
25,False,"{'a': 0.4, 'e': 0.99982235238080897}",25,0,-156.965973607375,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
26,False,"{'a': 0.4, 'e': 0.99980724048206482}",20,0,-157.1794426629025,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
27,False,"{'a': 0.4, 'e': 0.99979151185198112}",20,0,-86.8831579836071,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
28,False,"{'a': 0.4, 'e': 0.99977516650025999}",25,0,-208.24645218097137,"{0: 13, 1: 1, 2: 6, 3: 2, 4: 3}",0
29,False,"{'a': 0.4, 'e': 0.99975820443698404}",20,0,-93.99581159483873,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
30,False,"{'a': 0.4, 'e': 0.99974062567261646}",20,0,-66.0043604254751,"{0: 12, 1: 4, 2: 2, 3: 2, 4: 0}",0
31,False,"{'a': 0.4, 'e': 0.99972243021800056}",20,0,-26.57176650676674,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
32,False,"{'a': 0.4, 'e': 0.99970361808436037}",30,0,-123.42007906364701,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
33,False,"{'a': 0.4, 'e': 0.99968418928329994}",20,0,-80.08416559570256,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
34,False,"{'a': 0.4, 'e': 0.99966414382680424}",20,0,-139.13844664135766,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
35,False,"{'a': 0.4, 'e': 0.99964348172723805}",25,0,-99.31271579757876,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
36,False,"{'a': 0.4, 'e': 0.99962220299734683}",30,0,-145.1873166871894,"{0: 22, 1: 1, 2: 3, 3: 1, 4: 3}",0
37,False,"{'a': 0.4, 'e': 0.99960030765025654}",30,0,-213.14564611333697,"{0: 18, 1: 2, 2: 6, 3: 0, 4: 4}",0
38,False,"{'a': 0.4, 'e': 0.99957779569947314}",30,0,-161.29674149911125,"{0: 16, 1: 3, 2: 8, 3: 2, 4: 1}",0
39,False,"{'a': 0.4, 'e': 0.9995546671588833}",20,0,-26.609047851379035,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
40,False,"{'a': 0.4, 'e': 0.99953092204275362}",20,0,-165.2761028457981,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
41,False,"{'a': 0.4, 'e': 0.9995065603657316}",20,4,-66.51864617383376,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 1}",1
42,False,"{'a': 0.4, 'e': 0.99948158214284444}",25,0,-207.91347569064732,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 4}",0
43,False,"{'a': 0.4, 'e': 0.99945598738950014}",25,0,-127.78361808448534,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
44,False,"{'a': 0.4, 'e': 0.99942977612148687}",30,0,-175.1013588761341,"{0: 16, 1: 2, 2: 9, 3: 1, 4: 2}",0
45,False,"{'a': 0.4, 'e': 0.9994029483549729}",30,3,-125.57524081944885,"{0: 15, 1: 1, 2: 9, 3: 1, 4: 1}",1
46,False,"{'a': 0.4, 'e': 0.999375504106507}",25,0,-114.4287638774361,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
47,False,"{'a': 0.4, 'e': 0.99934744339301829}",25,14,-36.197789355704685,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 0}",1
48,False,"{'a': 0.4, 'e': 0.99931876623181581}",25,0,-249.09781249479317,"{0: 9, 1: 4, 2: 6, 3: 3, 4: 3}",0
49,False,"{'a': 0.4, 'e': 0.9992894726405892}",25,0,-73.40388211382903,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
50,False,"{'a': 0.4, 'e': 0.99925956263740834}",20,0,-99.57524894674688,"{0: 13, 1: 0, 2: 3, 3: 4, 4: 0}",0
51,False,"{'a': 0.4, 'e': 0.9992290362407229}",20,0,-97.27215985126523,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
52,False,"{'a': 0.4, 'e': 0.99919789346936339}",20,0,-96.46485945201502,"{0: 10, 1: 6, 2: 2, 3: 1, 4: 1}",0
53,False,"{'a': 0.4, 'e': 0.99916613434254009}",25,0,-110.53998102691394,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
54,False,"{'a': 0.4, 'e': 0.99913375887984368}",35,21,-44.140191746623834,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
55,False,"{'a': 0.4, 'e': 0.99910076710124496}",25,5,-174.62385134194358,"{0: 10, 1: 1, 2: 4, 3: 3, 4: 2}",1
56,False,"{'a': 0.4, 'e': 0.99906715902709498}",20,0,-43.03274809366455,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
57,False,"{'a': 0.4, 'e': 0.99903293467812471}",20,0,-113.31559546485366,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
58,False,"{'a': 0.4, 'e': 0.9989980940754456}",35,0,-188.07902479050918,"{0: 19, 1: 4, 2: 7, 3: 4, 4: 1}",0
59,False,"{'a': 0.4, 'e': 0.99896263724054912}",30,0,-76.41308320013748,"{0: 20, 1: 2, 2: 7, 3: 1, 4: 0}",0
60,False,"{'a': 0.4, 'e': 0.99892656419530668}",35,0,-390.36477151124933,"{0: 16, 1: 2, 2: 7, 3: 4, 4: 6}",0
61,False,"{'a': 0.4, 'e': 0.99888987496197001}",20,0,-77.70692783052648,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
62,False,"{'a': 0.4, 'e': 0.99885256956317081}",20,0,-26.377772779256368,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
63,False,"{'a': 0.4, 'e': 0.9988146480219211}",20,0,-123.00520354998308,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
64,False,"{'a': 0.4, 'e': 0.99877611036161262}",25,0,-71.8450058988503,"{0: 16, 1: 4, 2: 3, 3: 2, 4: 0}",0
65,False,"{'a': 0.4, 'e': 0.99873695660601747}",30,0,-188.09488566394566,"{0: 21, 1: 2, 2: 2, 3: 1, 4: 4}",0
66,False,"{'a': 0.4, 'e': 0.99869718677928754}",20,0,-118.11089920371269,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
67,False,"{'a': 0.4, 'e': 0.99865680090595499}",25,0,-206.37369505911352,"{0: 13, 1: 1, 2: 6, 3: 2, 4: 3}",0
68,False,"{'a': 0.4, 'e': 0.99861579901093167}",20,4,-110.5049054187844,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 2}",1
69,False,"{'a': 0.4, 'e': 0.9985741811195098}",20,0,-136.16419693878322,"{0: 10, 1: 0, 2: 7, 3: 2, 4: 1}",0
70,False,"{'a': 0.4, 'e': 0.99853194725736116}",20,0,-162.98267921844976,"{0: 9, 1: 5, 2: 3, 3: 0, 4: 3}",0
71,False,"{'a': 0.4, 'e': 0.99848909745053793}",20,0,-129.32587582170652,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
72,False,"{'a': 0.4, 'e': 0.99844563172547196}",20,0,-177.3856836296121,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
73,False,"{'a': 0.4, 'e': 0.99840155010897502}",20,0,-107.69391445874888,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
74,False,"{'a': 0.4, 'e': 0.99835685262823903}",20,0,-114.90966479077869,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
75,False,"{'a': 0.4, 'e': 0.99831153931083538}",20,0,-137.6003921753055,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
76,False,"{'a': 0.4, 'e': 0.99826561018471593}",25,0,-235.3485936434553,"{0: 12, 1: 2, 2: 6, 3: 1, 4: 4}",0
77,False,"{'a': 0.4, 'e': 0.9982190652782118}",25,0,-65.13222270063838,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
78,False,"{'a': 0.4, 'e': 0.99817190462003436}",30,0,-108.907708504869,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",0
79,False,"{'a': 0.4, 'e': 0.99812412823927454}",25,0,-177.68659600770656,"{0: 9, 1: 6, 2: 8, 3: 0, 4: 2}",0
80,False,"{'a': 0.4, 'e': 0.99807573616540346}",25,0,-160.5862367765849,"{0: 12, 1: 3, 2: 8, 3: 0, 4: 2}",0
81,False,"{'a': 0.4, 'e': 0.99802672842827156}",20,0,-67.13701491246205,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
82,False,"{'a': 0.4, 'e': 0.99797710505810933}",25,0,-115.6322115100127,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
83,False,"{'a': 0.4, 'e': 0.99792686608552705}",20,0,-55.818496719800756,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
84,False,"{'a': 0.4, 'e': 0.99787601154151451}",20,0,-183.62366079412985,"{0: 9, 1: 3, 2: 4, 3: 1, 4: 3}",0
85,False,"{'a': 0.4, 'e': 0.99782454145744148}",20,0,-196.7112464123616,"{0: 7, 1: 2, 2: 7, 3: 2, 4: 2}",0
86,False,"{'a': 0.4, 'e': 0.99777245586505714}",25,0,-152.16131169281613,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
87,False,"{'a': 0.4, 'e': 0.99771975479649067}",25,0,-39.216434446073315,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
88,False,"{'a': 0.4, 'e': 0.9976664382842505}",20,0,-164.9972929665564,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
89,False,"{'a': 0.4, 'e': 0.99761250636122523}",20,0,-157.01049524023728,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
90,False,"{'a': 0.4, 'e': 0.99755795906068256}",20,0,-39.81087995603719,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
91,False,"{'a': 0.4, 'e': 0.99750279641627004}",25,0,-31.848436177690303,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
92,False,"{'a': 0.4, 'e': 0.99744701846201489}",25,5,-63.18985094766469,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",1
93,False,"{'a': 0.4, 'e': 0.99739062523232369}",25,0,-186.0831493572764,"{0: 12, 1: 4, 2: 5, 3: 2, 4: 2}",0
94,False,"{'a': 0.4, 'e': 0.99733361676198251}",20,14,-11.128860144670627,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
95,False,"{'a': 0.4, 'e': 0.99727599308615711}",25,0,-103.54053816769739,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
96,False,"{'a': 0.4, 'e': 0.99721775424039272}",20,0,-52.69650078955332,"{0: 10, 1: 8, 2: 1, 3: 1, 4: 0}",0
97,False,"{'a': 0.4, 'e': 0.99715890026061393}",20,0,-126.26010891790162,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
98,False,"{'a': 0.4, 'e': 0.99709943118312483}",20,0,-59.96645856312007,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
99,False,"{'a': 0.4, 'e': 0.99703934704460895}",25,0,-110.46569589065977,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
100,False,"{'a': 0.4, 'e': 0.99697864788212931}",25,3,-51.920658387007585,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
101,False,"{'a': 0.4, 'e': 0.99691733373312796}",20,0,-126.81918178841188,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
102,False,"{'a': 0.4, 'e': 0.99685540463542677}",20,13,3.5621399831684326,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.4, 'e': 0.99679286062722661}",25,0,-123.83304187302484,"{0: 12, 1: 8, 2: 2, 3: 2, 4: 1}",0
104,False,"{'a': 0.4, 'e': 0.99672970174710773}",20,0,-157.71293788851054,"{0: 8, 1: 5, 2: 4, 3: 1, 4: 2}",0
105,False,"{'a': 0.4, 'e': 0.99666592803402987}",30,0,-202.9882408926217,"{0: 15, 1: 4, 2: 8, 3: 0, 4: 3}",0
106,False,"{'a': 0.4, 'e': 0.99660153952733177}",20,0,-102.59891597451961,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
107,False,"{'a': 0.4, 'e': 0.99653653626673133}",20,0,-174.5589519291902,"{0: 7, 1: 3, 2: 7, 3: 1, 4: 2}",0
108,False,"{'a': 0.4, 'e': 0.99647091829232615}",20,0,-74.39146711903803,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
109,False,"{'a': 0.4, 'e': 0.99640468564459239}",20,0,-95.17480080007928,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
110,False,"{'a': 0.4, 'e': 0.99633783836438583}",20,2,-93.94574744405946,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 1}",1
111,False,"{'a': 0.4, 'e': 0.99627037649294126}",20,0,-142.76062476179956,"{0: 8, 1: 1, 2: 10, 3: 0, 4: 1}",0
112,False,"{'a': 0.4, 'e': 0.99620230007187249}",30,0,-176.05454472103727,"{0: 15, 1: 4, 2: 9, 3: 0, 4: 2}",0
113,False,"{'a': 0.4, 'e': 0.9961336091431725}",20,0,-63.26449012097513,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
114,False,"{'a': 0.4, 'e': 0.99606430374921318}",20,0,-243.98940044335438,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 5}",0
115,False,"{'a': 0.4, 'e': 0.99599438393274586}",20,0,-27.10126409502555,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
116,False,"{'a': 0.4, 'e': 0.99592384973690029}",25,1,-100.47358014187893,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 1}",1
117,False,"{'a': 0.4, 'e': 0.99585270120518565}",20,0,-18.989238114846316,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
118,False,"{'a': 0.4, 'e': 0.99578093838148996}",25,0,-154.6813245191353,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
119,False,"{'a': 0.4, 'e': 0.99570856131008012}",35,0,-145.72575131842154,"{0: 24, 1: 3, 2: 4, 3: 2, 4: 2}",0
120,False,"{'a': 0.4, 'e': 0.99563557003560188}",25,0,-150.93869092358068,"{0: 17, 1: 0, 2: 3, 3: 3, 4: 2}",0
121,False,"{'a': 0.4, 'e': 0.99556196460308}",20,0,-218.87739362706577,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 4}",0
122,False,"{'a': 0.4, 'e': 0.99548774505791793}",35,0,-85.6608794399623,"{0: 23, 1: 5, 2: 5, 3: 2, 4: 0}",0
123,False,"{'a': 0.4, 'e': 0.99541291144589816}",25,5,-108.1702497309234,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",1
124,False,"{'a': 0.4, 'e': 0.99533746381318167}",25,0,-35.69474703168687,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
125,False,"{'a': 0.4, 'e': 0.99526140220630832}",20,0,-180.75093627436397,"{0: 8, 1: 3, 2: 6, 3: 0, 4: 3}",0
126,False,"{'a': 0.4, 'e': 0.99518472667219693}",30,0,-99.72615642790329,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
127,False,"{'a': 0.4, 'e': 0.99510743725814466}",30,0,-127.03175311402407,"{0: 18, 1: 4, 2: 5, 3: 2, 4: 1}",0
128,False,"{'a': 0.4, 'e': 0.99502953401182748}",25,0,-193.6271037181799,"{0: 10, 1: 4, 2: 7, 3: 2, 4: 2}",0
129,False,"{'a': 0.4, 'e': 0.99495101698130017}",30,0,-147.1560777760774,"{0: 16, 1: 2, 2: 11, 3: 0, 4: 1}",0
130,False,"{'a': 0.4, 'e': 0.99487188621499589}",25,0,-98.73621014688528,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
131,False,"{'a': 0.4, 'e': 0.99479214176172648}",30,0,-59.43236550035011,"{0: 21, 1: 6, 2: 2, 3: 0, 4: 1}",0
132,False,"{'a': 0.4, 'e': 0.99471178367068236}",20,0,-65.95293572760046,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
133,False,"{'a': 0.4, 'e': 0.99463081199143233}",20,0,-108.5532707476215,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
134,False,"{'a': 0.4, 'e': 0.99454922677392399}",25,0,-53.91105739046663,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
135,False,"{'a': 0.4, 'e': 0.99446702806848297}",25,0,-238.1463453700766,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 5}",0
136,False,"{'a': 0.4, 'e': 0.99438421592581372}",30,8,-139.34975869349557,"{0: 10, 1: 3, 2: 6, 3: 2, 4: 1}",1
137,False,"{'a': 0.4, 'e': 0.99430079039699892}",20,0,-142.86632304828743,"{0: 7, 1: 4, 2: 7, 3: 1, 4: 1}",0
138,False,"{'a': 0.4, 'e': 0.99421675153349953}",30,0,-97.47975852000891,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
139,False,"{'a': 0.4, 'e': 0.99413209938715508}",25,0,-120.30018616895372,"{0: 13, 1: 6, 2: 4, 3: 1, 4: 1}",0
140,False,"{'a': 0.4, 'e': 0.99404683401018312}",25,0,-113.04509503234578,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
141,False,"{'a': 0.4, 'e': 0.99396095545517971}",25,14,-89.14517044889564,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 2}",1
142,False,"{'a': 0.4, 'e': 0.99387446377511901}",30,0,-196.32532373904976,"{0: 16, 1: 3, 2: 7, 3: 1, 4: 3}",0
143,False,"{'a': 0.4, 'e': 0.99378735902335347}",35,0,-243.722368883451,"{0: 17, 1: 2, 2: 11, 3: 3, 4: 2}",0
144,False,"{'a': 0.4, 'e': 0.99369964125361376}",25,0,-76.52096583730817,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
145,False,"{'a': 0.4, 'e': 0.9936113105200084}",25,0,-166.71566915048783,"{0: 14, 1: 0, 2: 8, 3: 1, 4: 2}",0
146,False,"{'a': 0.4, 'e': 0.99352236687702444}",30,2,-169.57005415721466,"{0: 15, 1: 3, 2: 7, 3: 1, 4: 2}",1
147,False,"{'a': 0.4, 'e': 0.99343281037952658}",20,0,-92.19034909572483,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
148,False,"{'a': 0.4, 'e': 0.99334264108275794}",25,0,-281.94677275453205,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 5}",0
149,False,"{'a': 0.4, 'e': 0.99325185904233937}",25,0,-299.0146820196975,"{0: 9, 1: 3, 2: 7, 3: 1, 4: 5}",0
150,False,"{'a': 0.4, 'e': 0.99316046431426985}",30,0,-207.46189243058453,"{0: 16, 1: 5, 2: 4, 3: 2, 4: 3}",0
151,False,"{'a': 0.4, 'e': 0.99306845695492629}",25,0,-130.64000554050193,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
152,False,"{'a': 0.4, 'e': 0.99297583702106329}",20,0,-25.701161887298916,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
153,False,"{'a': 0.4, 'e': 0.9928826045698137}",20,0,-115.719092283285,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
154,False,"{'a': 0.4, 'e': 0.99278875965868774}",20,0,-129.42415463836898,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
155,False,"{'a': 0.4, 'e': 0.99269430234557376}",20,0,-115.13873948987825,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
156,False,"{'a': 0.4, 'e': 0.99259923268873784}",25,9,-127.77254841331752,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 2}",1
157,False,"{'a': 0.4, 'e': 0.99250355074682373}",25,0,-157.09225883757972,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
158,False,"{'a': 0.4, 'e': 0.99240725657885276}",20,0,-95.25774985670843,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
159,False,"{'a': 0.4, 'e': 0.99231035024422409}",30,0,-210.4283340873715,"{0: 15, 1: 5, 2: 6, 3: 1, 4: 3}",0
160,False,"{'a': 0.4, 'e': 0.99221283180271436}",25,16,-25.32907295988063,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
161,False,"{'a': 0.4, 'e': 0.99211470131447788}",25,0,-78.1932481265057,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
162,False,"{'a': 0.4, 'e': 0.99201595884004634}",25,0,-247.66071613475367,"{0: 12, 1: 1, 2: 6, 3: 2, 4: 4}",0
163,False,"{'a': 0.4, 'e': 0.99191660444032936}",25,0,-227.26835771477428,"{0: 11, 1: 1, 2: 9, 3: 1, 4: 3}",0
164,False,"{'a': 0.4, 'e': 0.99181663817661336}",20,0,-97.49768186847443,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
165,False,"{'a': 0.4, 'e': 0.9917160601105629}",20,0,-102.32806137721458,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
166,False,"{'a': 0.4, 'e': 0.99161487030421924}",20,2,-47.63332715908625,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 0}",1
167,False,"{'a': 0.4, 'e': 0.99151306882000168}",20,0,-25.741048376633437,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
168,False,"{'a': 0.4, 'e': 0.99141065572070619}",20,0,-190.0965133189828,"{0: 10, 1: 4, 2: 2, 3: 0, 4: 4}",0
169,False,"{'a': 0.4, 'e': 0.99130763106950659}",25,0,-38.96167643564785,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
170,False,"{'a': 0.4, 'e': 0.99120399492995337}",20,0,-91.26059927614556,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
171,False,"{'a': 0.4, 'e': 0.99109974736597484}",20,1,-86.99415004316701,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 2}",1
172,False,"{'a': 0.4, 'e': 0.99099488844187578}",30,0,-46.331184318250614,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
173,False,"{'a': 0.4, 'e': 0.99088941822233867}",25,0,-226.7205751648062,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 4}",0
174,False,"{'a': 0.4, 'e': 0.99078333677242281}",20,0,-73.50148536590193,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
175,False,"{'a': 0.4, 'e': 0.99067664415756451}",25,0,-215.77290503754202,"{0: 12, 1: 1, 2: 8, 3: 1, 4: 3}",0
176,False,"{'a': 0.4, 'e': 0.99056934044357725}",25,0,-12.23597749733825,"{0: 19, 1: 5, 2: 1, 3: 0, 4: 0}",0
177,False,"{'a': 0.4, 'e': 0.99046142569665119}",20,0,-74.94005504178698,"{0: 9, 1: 5, 2: 6, 3: 0, 4: 0}",0
178,False,"{'a': 0.4, 'e': 0.99035289998335374}",20,0,-92.11458971916868,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
179,False,"{'a': 0.4, 'e': 0.9902437633706288}",30,0,-129.75823568937446,"{0: 17, 1: 6, 2: 4, 3: 2, 4: 1}",0
180,False,"{'a': 0.4, 'e': 0.99013401592579753}",20,0,-65.4661168467553,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
181,False,"{'a': 0.4, 'e': 0.99002365771655754}",30,0,-127.27382597604709,"{0: 15, 1: 8, 2: 4, 3: 3, 4: 0}",0
182,False,"{'a': 0.4, 'e': 0.98991268881098338}",25,0,-197.0267949562638,"{0: 11, 1: 6, 2: 4, 3: 1, 4: 3}",0
183,False,"{'a': 0.4, 'e': 0.98980110927752618}",20,0,-168.43660140282034,"{0: 8, 1: 0, 2: 10, 3: 0, 4: 2}",0
